Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood
5.16,234.53,138,0.052,0.055,"[-7.197, -5.835, -0.185, 2.31, 8.81, 5.426, 8.253, 5.562, 5.696, 6.892, -3.517, 3.214, -3.968]",Happy
9,187.26,173,0.042,0.062,"[8.586, -7.744, -8.993, 4.561, 5.89, 5.968, 6.908, 7.243, 6.135, -6.978, -9.921, -1.577, -6.108]",Happy
11.31,210.54,107,0.015,0.088,"[-4.026, -0.216, -1.655, 8.122, 1.271, -9.04, -5.826, -2.434, -8.332, 7.174, 2.768, 3.239, -7.765]",Confused
7.1,288.7,151,0.07,0.055,"[9.373, -7.039, -5.333, 7.405, -2.323, -3.746, -9.122, 7.074, -2.166, -7.824, -8.141, -3.741, 9.049]",Surprised
11.19,273.15,191,0.098,0.084,"[3.323, -0.566, -2.993, 9.381, -7.085, 0.608, -9.042, 7.154, -2.007, -5.317, -7.862, -4.682, -0.145]",Angry
10.81,166.13,60,0.082,0.077,"[-0.573, 5.325, -0.968, -9.156, 0.524, -4.713, 6.279, -7.629, 0.793, -3.642, -4.794, 2.796, -3.396]",Bored
8.52,339.77,193,0.026,0.084,"[0.661, 2.032, 8.563, 9.411, -4.486, 5.214, -9.32, 2.245, -0.233, -8.802, -2.357, 7.958, -9.92]",Angry
11.72,264.53,189,0.097,0.07,"[-5.206, -8.029, 2.906, -8.643, -9.335, -1.583, -6.411, -6.728, 5.725, 3.329, -0.425, 8.671, 9.641]",Excited
6.49,204.06,189,0.047,0.013,"[-9.398, 9.03, -5.094, -3.533, 1.25, 5.743, -0.812, -4.738, -5.899, 9.113, -4.596, -6.25, 4.704]",Excited
17.45,127.06,60,0.056,0.079,"[-4.35, -0.571, 6.622, -9.697, -7.822, 3.585, 5.519, 5.91, -4.739, -1.804, -4.676, 1.991, -2.819]",Bored
5.35,250.56,145,0.062,0.08,"[1.277, -5.979, 5.34, -1.795, 2.102, -1.251, 5.616, 5.816, 6.465, 7.139, 1.117, 0.774, 1.294]",Angry
4.48,283.7,163,0.022,0.052,"[2.875, -7.198, -8.867, -3.796, 6.546, 0.057, 5.893, -7.726, -6.074, -5.245, -6.263, 2.775, 2.65]",Surprised
9.29,185.34,136,0.026,0.078,"[-1.77, -8.592, -3.729, -7.484, -4.316, -3.619, -1.32, -2.53, -5.762, 1.212, 2.194, 2.41, -4.836]",Happy
10.12,315.9,145,0.035,0.087,"[5.55, -1.325, -7.156, 8.327, -5.147, 9.094, -6.719, 1.562, -6.518, 0.808, -5.773, 9.121, 9.158]",Angry
5.68,285.59,132,0.015,0.049,"[3.357, -7.515, -5.466, -2.228, -1.775, -4.776, -6.08, -8.678, -8.513, -9.368, -3.482, -3.692, -4.202]",Surprised
17.86,163.38,51,0.079,0.081,"[-0.902, 9.306, -2.088, 0.499, -8.5, 0.727, 3.629, 3.47, 0.61, 5.095, 2.749, 7.436, 4.39]",Bored
6.55,207.3,134,0.066,0.042,"[2.23, -8.609, -1.516, 8.568, -6.732, 3.782, 2.849, 3.834, -1.678, 9.168, -3.929, 0.701, 1.103]",Happy
16.5,140.55,57,0.047,0.038,"[6.214, 6.846, 9.748, 7.46, -9.556, 1.371, 6.538, -3.076, 3.094, 5.928, -8.677, 6.966, -8.544]",Bored
10.17,142.55,73,0.039,0.098,"[-0.63, 2.727, 0.221, -8.197, 4.962, -4.512, 8.452, 8.021, -3.387, -5.809, -4.242, 6.109, 2.732]",Sad
10.51,296.78,150,0.068,0.023,"[-8.935, -5.805, 1.218, 6.794, -2.854, 0.151, 0.128, -3.801, -1.667, 1.176, -4.401, 8.252, 0.158]",Angry
15.88,125.26,74,0.05,0.072,"[4.486, -3.754, 0.241, 9.943, -1.166, -0.366, -8.326, 4.433, -6.89, -7.419, 1.535, 2.491, -6.712]",Sad
19.31,110.82,69,0.045,0.058,"[-0.859, 7.597, 5.545, -5.201, 4.666, 5.666, -6.838, -4.943, 1.245, -8.726, 5.959, -1.198, 4.096]",Sad
5.82,212.65,150,0.035,0.034,"[2.288, 0.295, -5.861, 7.99, -0.145, -4.39, -2.576, -8.005, -1.382, -3.307, 7.912, 9.416, 4.499]",Happy
15,146.63,88,0.058,0.07,"[1.044, -8.731, 8.507, -9.919, 7.581, -1.407, -0.635, -5.955, -0.913, -1.494, -4.362, -6.659, -4.941]",Sad
11.14,126.31,59,0.039,0.037,"[-1.713, -3.261, -2.652, 3.03, 4.324, 2.941, -4.545, 2.707, -6.611, 2.592, -1.074, 3.4, 3.68]",Sad
9.81,158.77,72,0.019,0.067,"[-6.554, -2.446, 2.138, 1.602, -6.972, 1.593, -3.908, -0.082, -3.646, -0.764, -4.558, 0.688, 2.353]",Confused
9.86,155.03,96,0.054,0.016,"[9.509, -8.107, 1.854, -8.762, -7.463, 3.033, -1.109, -7.682, 6.975, -7.257, 9.851, -1.356, -6.366]",Confused
17.01,147.41,84,0.082,0.091,"[3.616, 8.164, 9.332, -3.781, -1.209, -0.89, 5.49, -9.19, 7.066, -8.114, -1.289, 1.806, 7.99]",Sad
8.53,193.52,161,0.068,0.05,"[5.6, 2.573, -6.685, -1.651, -4.676, -2.84, 1.353, 7.951, -4.096, -7.457, -6.517, -4.092, -5.507]",Happy
5.13,227.62,161,0.085,0.027,"[9.078, -5.505, 3.489, -2.311, -2.574, 5.25, 8.074, 5.697, 6.644, 0.998, 4.271, -0.195, 9.366]",Happy
14.05,235.8,117,0.025,0.022,"[-2.313, -7.241, -1.441, 4.172, -0.297, -2.617, -2.652, 1.703, 6.11, -6.214, 7.928, 9.932, 5.57]",Fearful
8.39,157.49,93,0.01,0.083,"[-5.031, -3.273, 8.429, -0.883, 2.638, 9.139, 3.485, 5.776, 9.977, -9.338, -6.439, 6.438, -8.472]",Neutral
8.99,188.1,97,0.062,0.047,"[-9.025, -7.348, -3.618, -6.718, 4.425, -4.004, 4.4, -5.627, -0.944, -1.724, 9.376, 0.167, 8.533]",Confused
8.9,184.29,101,0.1,0.072,"[-9.327, 8.901, -2.802, 6.518, -6.685, -1.513, 3.758, -7.308, -5.537, -4.759, 0.34, 1.42, -3.964]",Confused
3.86,270.46,140,0.049,0.05,"[-6.437, -9.593, -3.343, 0.077, -6.21, 9.903, 9.14, 9.603, -2.037, -8.685, 6.066, 5.133, -4.875]",Surprised
15.53,145.41,70,0.019,0.012,"[0.415, 5.988, 9.974, 2.072, -4.125, -1.64, 6.42, -8.803, 8.447, -0.028, -7.876, -2.198, -8.073]",Sad
19.85,140.72,78,0.084,0.03,"[1.098, 3.765, 5.09, 7.423, 3.765, 9.111, 8.764, -6.017, -2.142, -1.562, -9.096, 4.289, 1.221]",Sad
7.18,249.59,138,0.027,0.012,"[-6.282, 6.66, 3.745, -1.105, 6.859, -4.248, 6.552, -9.579, 7.778, -0.49, -7.41, 4.469, 4.345]",Surprised
14,208.27,136,0.051,0.055,"[-6.399, 2.447, -5.421, -3.155, 7.029, -2.349, 5.759, -4.303, 2.954, 7.081, -7.532, 6.991, -9.911]",Fearful
19.54,113.98,50,0.019,0.033,"[-9.193, 2.191, 1.265, 9.071, -9.633, -0.988, 8.325, -7.923, 9.387, -7.988, 6.392, 3.832, 6.753]",Sad
10.55,264.36,208,0.067,0.044,"[2.207, 2.68, -3.9, -9.756, 6.026, 3.837, 7.655, 0.788, -6.353, 9.719, -9.947, 4.653, -0.468]",Excited
3.16,258.31,146,0.057,0.098,"[-1.091, -8.318, 7.4, -6.547, 1.082, -6.397, -2.151, -2.895, 4.033, 9.795, -8.392, 6.978, -1.978]",Surprised
12.39,191.63,89,0.027,0.034,"[3.254, -6.309, 2.047, -6.179, 1.402, -4.488, 3.267, -9.05, -8.381, 0.032, -4.853, -8.594, -1.689]",Confused
13.45,154.02,100,0.021,0.051,"[-4.41, -1.707, -8.41, -3.695, -1.925, -1.807, -7.182, -7.365, -5.115, 0.427, 4.631, 2.153, 7.657]",Calm
6.43,189.92,158,0.022,0.097,"[9.939, 6.137, 3.957, -5.158, -2.46, -6.254, -1.997, 1.786, -7.584, -6.461, -9.237, -4.368, -2.3]",Happy
18.08,121.39,77,0.077,0.081,"[-1.661, -0.931, 6.036, 7.005, 5.241, 8.734, -9.295, 5.634, -8.251, -3.698, -2.72, 5.636, 8.509]",Sad
9.57,160.21,122,0.091,0.074,"[-1.007, 8.867, 9.405, 7.267, 1.719, 6.285, -4.832, 2.741, 0.587, 3.304, 6.778, 6.015, -7.862]",Neutral
8.9,165.69,114,0.098,0.077,"[2.91, 2.16, -0.373, 1.007, -9.346, 3.291, -4.613, -8.582, -8.249, 8.333, -4.932, 9.204, 0.517]",Neutral
5.23,223.21,148,0.056,0.043,"[1.534, 5.583, 1.715, -9.605, -5.832, -4.978, 5.967, -2.257, -0.505, -6.31, 4.542, 1.603, -2.978]",Happy
9.95,150.27,74,0.02,0.036,"[8.225, 3.023, 2.707, -2.693, -8.152, -0.693, 7.014, 6.022, -1.887, 8.082, 1.502, 2.762, -5.044]",Confused
13.82,166.67,108,0.077,0.025,"[9.39, -9.545, 0.626, 0.897, 1.387, 6.797, 1.912, 9.07, 0.656, -9.444, 7.808, -9.846, 2.034]",Calm
9.54,201.36,171,0.029,0.042,"[-3.397, -8.967, -1.085, 5.483, -2.55, 9.524, -9.873, -5.257, 9.597, -1.965, 6.885, -2.865, 3.71]",Happy
8.81,274.46,144,0.03,0.029,"[6.031, -0.035, 0.569, 1.644, 1.711, -3.495, 5.305, 9.719, 4.117, 0.068, -9.222, 4.606, 4.963]",Angry
5.89,216.84,170,0.011,0.035,"[3.828, 0.124, -4.448, 6.8, -7.165, -7.806, -7.717, -3.323, 2.213, 3.648, -9.798, -3.116, 8.373]",Happy
14.37,214.89,152,0.041,0.076,"[-2.308, 1.09, 4.638, 7.559, 1.117, 9.706, 4.145, 8.799, 9.315, 1.018, 2.026, -5.647, -1.503]",Fearful
10.89,159.45,71,0.083,0.092,"[-1.002, -0.045, -3.942, 4.892, 7.74, 2.145, 0.214, -4.931, -9.608, -7.908, -9.722, 4.726, -6.426]",Confused
19,105.84,78,0.028,0.068,"[3.385, 9.876, -5.731, 6.027, 1.418, 8.848, 8.254, 8.027, -7.578, 4.117, -0.185, 7.102, -2.487]",Sad
13.74,147.43,60,0.038,0.03,"[-6.576, 9.008, -9.858, 9.158, -4.191, -8.116, 9.562, 9.393, 1.014, -4.702, 2.119, -7.78, -7.17]",Bored
5.05,328.72,144,0.097,0.089,"[-9.222, 2.678, -5.492, 2.025, -8.949, 1.846, 0.272, -5.716, 2.423, 3.504, 6.095, -1.474, 6.625]",Angry
15.2,142.69,68,0.036,0.087,"[1.769, -4.296, -1.128, 6.578, -4.978, -2.125, -1.375, -8.803, 4.786, 1.817, 3.475, -7.187, 9.981]",Bored
10.21,132.63,84,0.088,0.049,"[9.674, -1.965, 2.346, 0.491, 7.455, -6.535, -4.495, -6.167, 5.398, 0.433, -1.683, 9.426, -5.67]",Sad
13.46,153.76,58,0.09,0.041,"[-8.202, 3.921, 1.97, -9.41, 4.034, 3.24, -9.73, -0.347, 4.57, 1.018, 0.034, -0.969, 4.087]",Bored
6.45,277.18,167,0.034,0.092,"[-0.839, 6.558, 8.64, 1.179, -2.892, -2.257, -7.71, 6.629, -1.33, 4.815, -0.75, -6.345, 3.743]",Surprised
17.99,169.52,114,0.026,0.058,"[-5.913, -0.672, -8.841, 3.802, 3.877, 6.828, -8.107, 7.366, -3.643, 5.22, 6.177, -4.636, 1.134]",Calm
14.77,153.66,117,0.016,0.065,"[6.736, 0.455, 9.888, -9.335, -5.78, 2.943, 7.133, -1.763, -4.252, 3.817, -3.385, 0.745, -8.467]",Neutral
7.78,321.48,159,0.078,0.065,"[-9.074, 7.706, -7.91, 1.17, -3.179, 5.391, -5.186, 2.218, 2.225, -1.671, 4.885, 7.842, -5.929]",Angry
15.54,170.81,114,0.064,0.084,"[-4.189, -4.645, 4.957, -9.489, -2.291, 5.822, 2.439, -8.38, -6.638, 1.123, 8.473, -9.808, 6.328]",Confused
11.3,167,91,0.071,0.02,"[2.353, -1.952, -8.857, -5.926, 4.412, 9.628, 6.929, 5.762, -2.735, 5.836, -4.363, -1.455, 3.752]",Calm
4.92,233.02,135,0.059,0.05,"[-9.497, -4.478, -1.658, -7.397, -9.008, 1.51, -2.216, -9.65, -4.853, -6.201, -5.365, 6.348, -6.97]",Surprised
9.24,229.91,153,0.03,0.044,"[7.181, 3.795, 7.854, 2.535, 6.262, -9.726, -0.283, 2.599, 4.873, -6.039, -4.664, 7.825, 0.015]",Excited
9.61,209.56,120,0.095,0.034,"[-2.236, -0.964, 2.95, -6.852, 4.012, -2.551, -7.187, 0.549, -2.391, -1.365, -1.711, -0.684, 0.615]",Fearful
4.16,256.3,166,0.072,0.014,"[-1.069, -0.389, 5.229, -2.941, -3.611, 0.459, 5.427, -8.054, 4.27, 7.744, -3.344, -2.801, 6.3]",Surprised
9.95,192.74,152,0.066,0.038,"[8.293, -0.207, -5.251, 1.346, 6.894, 0.896, -7.723, -3.864, 8.184, -0.43, -1.143, -8.242, -6.086]",Happy
6.43,284.07,159,0.05,0.082,"[-6.608, 4.019, -9.611, 8.458, -6.439, -6.92, 2.246, -1.811, -9.611, 8.427, -3.848, -2.279, -3.703]",Surprised
12.13,176.25,130,0.017,0.031,"[-5.785, -2.287, -2.341, 8.168, -2.913, 2.102, -9.4, -4.232, -8.594, 0.007, -4.587, 8.23, -4.991]",Neutral
9.18,158.02,112,0.055,0.067,"[6.662, 1.737, 6.295, 7.369, 4.93, 2.483, -1.829, -7.119, -1.992, 2.462, -9.257, 3.954, -2.241]",Confused
13.44,213.66,146,0.068,0.089,"[-0.493, -1.475, -9.073, -4.049, -9.758, -2.776, 1.533, 1.449, 5.952, -7.093, 4.833, -2.457, 4.862]",Fearful
5.72,313.61,191,0.037,0.062,"[-1.089, -8.638, -6.107, -7.2, 6.175, -1.762, -6.559, 5.189, 1.524, -9.965, -3.434, -3.413, 4.187]",Angry
13.66,126.83,86,0.014,0.057,"[-6.45, 0.328, 8.69, -6.912, 4.356, 6.135, 3.024, -1.699, 7.857, 2.456, 1.034, 5.379, -8.048]",Sad
7.28,189.23,122,0.081,0.061,"[7.703, -0.38, 2.387, 5.921, 1.442, -0.476, 9.42, -9.485, 2.54, 4.746, -3.522, 7.757, -9.411]",Happy
7.28,275.77,191,0.031,0.035,"[4.451, -3.845, -6.201, 7.017, 4.393, 3.67, -1.037, 1.648, -9.09, -4.195, 1.627, 7.314, -2.589]",Angry
10.16,244.55,128,0.045,0.099,"[2.413, 9.217, 9.16, -0.973, -7.782, 5.542, -6.319, -0.584, -6.913, 6.682, 1.644, -1.926, 2.286]",Fearful
6.74,249.91,168,0.1,0.07,"[9.236, 6.248, -0.293, -5.851, 7.749, 1.099, 2.919, 7.629, -3.926, 9.441, 1.544, 1.177, 5.147]",Surprised
14.43,206.05,97,0.05,0.084,"[-3.342, 1.01, 1.641, 5.995, 2.57, 2.322, -7.955, 4.771, -6.38, -7.233, -2.526, 7.288, 0.503]",Confused
5.69,210.95,192,0.018,0.075,"[0.917, 8.578, 4.629, 3.829, -9.667, -2.881, 3.08, -3.543, 7.274, 3.95, -3.658, 1.096, -8.365]",Excited
12.2,188.25,120,0.068,0.038,"[8.983, -4.516, -1.647, 3.882, 4.791, -3.615, -9.064, -6.527, 4.208, 3.885, -9.899, -7.136, -2.556]",Confused
8.12,324.88,193,0.042,0.09,"[6.543, -0.853, 4.662, 2.136, -2.931, 1.915, 9.06, 4.516, -4.015, -5.837, 4.557, 6.244, -1.747]",Angry
15.2,129.19,52,0.074,0.027,"[3.133, -2.219, -0.231, 1.981, 4.647, 1.185, -6.759, -2.335, 3.198, -7.608, -6.034, 8.684, 6.523]",Sad
7.37,226.49,116,0.097,0.095,"[-4.023, 6.167, 8.703, -2.748, -5.449, -8.728, 3.923, 9.159, 4.849, 0.681, 1.961, -9.403, -8.869]",Fearful
9.8,158.36,84,0.045,0.085,"[-2.739, 2.132, -0.642, -8.716, 5.67, 1.498, 1.927, -1.963, 0.188, -3.257, 8.791, 6.443, -3.825]",Confused
5.11,243.79,166,0.059,0.069,"[6.931, 8.876, -4.057, -8.927, 9.33, 4.704, 8.842, -2.524, -6.546, -0.881, 6.416, -6.11, -7.051]",Surprised
15.38,215.16,93,0.065,0.063,"[4.386, -3.06, -0.852, 3.7, -3.729, 4.484, -2.279, 4.771, -8.785, 8.527, -3.179, -3.84, 9.277]",Confused
9.9,217.27,132,0.088,0.01,"[8.288, -8.323, 2.429, -9.886, -2.821, 0.732, -1.227, -3.557, 8.641, 2.32, 4.688, -5.515, -2.669]",Happy
8.74,209.2,195,0.073,0.016,"[9.142, -6.697, 2.424, -8.34, 8.911, 5.075, -0.027, 9.54, -5.713, 5.923, -6.796, 2.459, 2.09]",Excited
10.68,162.59,103,0.082,0.066,"[-1.593, 3.145, 0.909, -8.31, 4.033, 3.962, -5.804, -2.045, -0.583, 5.966, -4.909, 0.572, 1.598]",Neutral
5.72,202.39,147,0.088,0.087,"[7.236, -7.967, -0.736, -8.354, -5.346, -3.621, -1.392, 2.532, -8.397, -0.083, -1.84, 1.371, 1.187]",Happy
13.17,177.01,90,0.056,0.028,"[-5.283, 9.403, 6.099, -6.841, 6.156, -5.348, -8.632, 4.823, 6.056, 2.23, 6.315, 9.806, -5.869]",Neutral
11.95,334.3,173,0.099,0.071,"[-9.972, -0.92, -8.363, 5.471, 1.358, 8.806, 1.702, 9.064, -5.558, -7.969, 4.336, -1.774, 3.491]",Angry
6.33,222.16,161,0.053,0.052,"[-3.309, 5.337, 1.456, -8.283, -7.53, 0.199, 7.628, -3.342, 4.246, 7.553, -3.614, -6.936, 8.232]",Happy
10.29,262.87,184,0.072,0.033,"[-4.883, -9.849, -9.415, 7.864, -7.849, 0.836, 0.306, -9.8, -1.174, 8.349, -0.863, -5.389, -5.168]",Angry
9.11,156.15,93,0.061,0.082,"[8.609, 8.215, 7.507, -9.045, -5.92, 8.378, -1.349, 0.481, -0.01, -5.011, 8.837, 7.5, -9.529]",Neutral
12.75,142.58,129,0.014,0.058,"[-5.642, -7.297, 5.468, 0.469, -9.516, 6.019, 8.49, 5.938, -3.041, 8.235, -9.555, 4.965, -8.19]",Calm
12.03,234.84,122,0.047,0.082,"[-3.252, -4.651, 4.659, -4.396, -5.143, 7.156, 7.161, -2.102, -4.835, 1.625, -6.83, 1.946, -8.792]",Fearful
12.64,210.48,156,0.095,0.053,"[2.194, 5.66, 2.627, 6.675, 6.706, -4.196, -5.617, 8.55, -9.921, 6.95, -9.904, -0.54, -9.284]",Fearful
12.07,131.44,54,0.023,0.078,"[-1.881, -2.49, -7.04, -4.378, 8.288, -2.335, -1.765, 3.831, -1.555, -2.939, 8.713, -4.638, 5.49]",Bored
7.05,242.51,119,0.024,0.031,"[-9.532, -5.876, -7.375, 2.777, 6.131, 0.747, 5.241, 9.725, -0.311, -3.118, 9.118, -2.747, -3.594]",Fearful
14.54,147.14,51,0.015,0.062,"[4.393, -1.2, -9.867, 3.506, 5.1, -1.043, -8.14, -2.013, 8.082, 0.497, 4.628, 3.988, 7.215]",Bored
13.96,123.83,81,0.052,0.013,"[9.841, -2.752, -0.144, 3.093, 1.533, -3.573, -0.199, -3.25, 2.262, -6.886, -8.884, 0.043, -0.017]",Sad
6.77,205.88,150,0.089,0.028,"[0.104, 0.308, 4.002, 7.439, -6.524, 1.219, 7.913, -2.029, -0.422, 7.087, -8.372, -5.565, 4.569]",Excited
15.34,206.98,70,0.027,0.03,"[3.393, 1.745, -6.836, 0.415, 2.595, 6.374, 0.445, 5.213, 5.269, 6.931, -5.339, 0.048, -6.973]",Confused
13.44,159.11,112,0.065,0.023,"[-4.183, 0.201, -2.109, 4.456, 7.991, 4.161, -8.897, 1.206, -7.85, -2.431, -7.081, -8.278, -0.924]",Confused
8.17,190.7,106,0.03,0.086,"[6.357, 8.582, -5.433, 2.32, -7.663, -5.332, 0.479, -5.817, 5.089, 3.69, 5.843, -9.5, -5.422]",Confused
5.6,308.52,187,0.06,0.098,"[8.048, -8.046, -2.232, -1.491, -1.122, 1.387, -3.531, -7.233, -3.263, -9.424, -9.238, 8.478, -2.254]",Angry
14.36,124.43,66,0.061,0.071,"[8.429, 4.654, -8.126, -8.408, -6.502, -4.438, -1.992, -7.413, -2.535, -5.955, -7.047, -9.409, 6.735]",Bored
11.79,258.54,193,0.011,0.087,"[-1.71, 7.77, 5.413, 1.723, 4.427, 9.471, -1.637, -7.865, -3.078, 3.593, 8.133, 2.387, 5.97]",Excited
13.9,231.78,111,0.058,0.055,"[-2.418, -3.494, -7.169, 6.37, -6.61, -9.243, -8.245, 8.034, -8.266, -3.115, -3.119, -8.611, 9.954]",Fearful
11.32,135.42,73,0.063,0.069,"[9.139, -7.355, -7.82, 0.846, 1.256, 5.997, 4.211, -8.564, -0.53, -4.884, 6.807, 2.262, 4.497]",Bored
9.76,212.14,132,0.078,0.015,"[7.536, -9.528, -4.656, 2.196, -6.036, -1.143, 6.281, -4.634, -8.875, 0.548, -4.976, -5.968, -5.621]",Happy
3.76,234.85,139,0.037,0.062,"[8.593, -8.898, -1.79, -8.603, 4.135, 7.2, 2.782, 2.3, 8.418, 4.427, -0.077, 7.896, 2.263]",Surprised
3.24,246.16,145,0.071,0.091,"[-0.787, -7.007, -7.233, 8.179, 6.504, -2.992, -0.161, 0.718, 5.153, 1.1, 5.682, 3.264, -5.415]",Surprised
9.57,234.82,147,0.089,0.057,"[3.503, 7.701, -0.912, 0.962, 9.92, 6.717, -7.405, 9.241, 5.697, 5.98, 3.019, 2.931, -1.009]",Happy
14.84,150.66,62,0.046,0.071,"[-9.416, -7.559, -7.149, -7.957, -0.852, 6.037, -2.922, 4.662, -2.302, 5.36, 2.658, -7.53, 2.211]",Bored
10.85,250.27,212,0.024,0.071,"[4.342, -7.444, -3.963, -9.81, -7.563, 5.893, 9.758, 2.654, 0.804, -0.466, 8.407, -6.264, 6.037]",Excited
11.15,168.04,77,0.05,0.077,"[-6.868, -3.427, -4.247, -0.458, -4.077, -4.396, 2.253, -6.829, -1.566, -8.183, 5.995, -9.941, 9.406]",Bored
5.42,205.25,183,0.085,0.09,"[7.053, -3.369, 8.495, 7.997, 5.674, 5.557, 6.025, 4.897, -0.837, 8.303, 3.062, 2.883, 5.579]",Excited
10.05,164.26,102,0.095,0.079,"[-6.541, -0.205, 1.815, 6.815, -3.084, -6.0, 3.971, -9.439, -7.728, 6.699, -1.301, -8.891, 9.073]",Calm
17.66,148.5,64,0.023,0.035,"[-1.449, 3.944, -2.172, 1.891, 3.137, 5.857, -2.711, -9.431, 3.947, -5.456, -3.619, -2.632, 7.58]",Sad
15.51,126.04,55,0.016,0.05,"[8.306, -4.26, 3.236, 7.977, -9.121, 1.145, -2.84, -7.331, -0.698, 7.679, 0.763, -2.661, 4.895]",Bored
5.06,207.67,127,0.04,0.015,"[7.85, 1.293, 0.659, 8.318, 8.817, -6.814, 8.983, 1.151, -2.051, -8.394, 1.331, 7.345, 6.607]",Happy
5.64,244.36,166,0.026,0.093,"[5.896, 7.225, 0.163, 9.851, -9.497, 8.397, -2.294, -8.394, 4.653, 6.467, -3.906, 7.685, -3.405]",Surprised
7.37,261.77,150,0.061,0.098,"[0.404, 7.433, -4.76, 0.383, 4.607, -9.932, -3.357, -6.539, -7.352, 3.908, -6.853, -5.489, -4.489]",Fearful
11.59,128.3,70,0.093,0.082,"[3.885, 3.639, 2.574, -5.483, 2.672, -3.633, 2.282, 8.748, 9.258, 8.898, -0.812, 9.51, -9.41]",Sad
9.79,211.58,100,0.071,0.092,"[8.717, 3.821, 4.507, 4.52, -4.659, -7.229, 2.456, 0.249, -9.254, -7.599, -4.516, -6.843, -3.037]",Confused
11.64,262.05,172,0.056,0.031,"[-0.647, 6.343, 7.47, 8.799, 2.455, 5.351, -1.87, 5.063, 0.747, -3.042, -4.177, -7.146, -5.375]",Angry
11.41,157.27,80,0.013,0.065,"[-4.741, 7.56, 7.318, -2.822, -9.899, -2.971, -6.549, 4.236, 0.964, -3.247, -5.835, 9.937, -9.851]",Confused
7.57,277.4,146,0.026,0.065,"[-8.701, 3.854, 6.388, 9.228, 5.331, -7.755, -5.953, -9.223, -7.864, -9.953, -9.716, -2.024, 2.176]",Surprised
8.12,321.21,146,0.056,0.048,"[8.034, 9.607, -5.975, -1.38, 6.534, 0.509, -8.005, -9.253, 5.43, 9.815, -0.212, -9.401, -9.036]",Angry
11.97,137.68,72,0.041,0.081,"[-7.157, -5.086, 5.508, -6.155, 9.86, 4.137, 2.393, 6.645, 9.678, -8.865, 6.505, 2.382, -3.525]",Bored
6.87,291.47,185,0.03,0.081,"[-9.571, -4.361, 1.948, 6.191, 3.957, 5.284, 4.606, 9.058, -1.591, 1.909, 7.778, -8.339, -1.321]",Angry
10.48,202.08,71,0.09,0.028,"[-6.354, -3.364, 1.6, 2.304, 0.918, 2.429, 4.471, -5.757, -9.674, -3.093, 1.232, 0.432, 9.75]",Confused
11.15,202.95,83,0.088,0.035,"[3.6, 3.82, -6.173, 3.223, -6.649, -9.173, -3.832, -3.743, 1.475, 1.841, 5.74, 2.939, -2.356]",Confused
15.91,153.98,107,0.079,0.052,"[-9.455, 3.741, -6.164, 7.197, -7.256, -0.201, -3.779, -4.535, 8.152, -0.237, 1.951, 5.048, -1.269]",Calm
4.78,261.08,146,0.019,0.08,"[3.994, 7.146, 2.74, -3.872, 2.913, -9.379, 4.898, 2.129, -2.207, 3.121, -9.007, 7.275, 1.772]",Surprised
13,190.4,106,0.064,0.051,"[-7.198, -6.922, -3.057, -1.799, -9.352, 0.746, 7.572, -2.069, 5.046, -2.353, 6.79, -0.295, -8.635]",Confused
6.51,237.82,159,0.058,0.017,"[-8.549, 8.776, 9.216, 1.662, -7.475, 9.625, 1.219, 0.553, 6.586, 2.262, 4.733, -0.619, 7.108]",Happy
14.82,112.47,72,0.099,0.099,"[5.519, 1.324, 3.013, 3.612, 5.212, 3.502, -6.868, -1.045, 5.146, 0.529, -7.09, 8.99, 7.425]",Sad
7.65,276.25,150,0.039,0.078,"[3.411, 9.74, -2.25, -7.375, -3.773, 8.549, 2.594, 5.574, 8.629, -9.52, -4.235, -7.41, -7.346]",Angry
10.37,166.9,110,0.095,0.072,"[0.72, 3.28, 0.051, -7.446, -1.944, -2.028, 1.455, 0.943, -6.588, -0.487, 3.052, 8.956, -0.552]",Confused
5.3,251.61,159,0.065,0.061,"[-0.957, -3.448, 5.846, -8.822, -6.097, 2.848, 7.092, -8.591, -1.348, 3.434, -0.585, -5.232, -9.2]",Surprised
18.29,133.43,51,0.05,0.062,"[-9.763, 6.402, 2.928, -6.306, 4.283, 6.554, -0.113, -6.302, -4.445, 8.613, 8.085, 5.196, -7.478]",Bored
6.82,324.66,188,0.053,0.058,"[5.726, 1.296, -9.943, -7.344, -1.378, -4.801, 0.972, -7.1, 7.323, -2.615, 9.773, 1.059, 1.108]",Angry
10.71,213.46,174,0.032,0.099,"[1.778, 8.592, 1.111, -9.303, -0.336, 2.712, -4.762, 6.15, -0.145, -5.782, 0.684, -9.429, 7.595]",Excited
14.92,157.1,116,0.049,0.064,"[-6.439, -9.752, 5.569, -2.256, 9.331, -5.869, -3.037, 8.961, -1.282, -3.952, -2.477, -6.222, -9.141]",Confused
10.93,178.55,99,0.04,0.061,"[-3.322, -4.546, -6.74, 3.157, -7.015, 5.472, 3.863, -5.475, -7.911, 4.973, -4.179, 0.209, -4.758]",Neutral
9.35,172.6,112,0.084,0.087,"[-5.079, 5.408, -1.516, -0.597, 9.594, 5.066, -1.986, 1.736, 6.915, 4.18, -1.415, -2.423, 4.132]",Neutral
